id;news_for_role;title;tags;summary;description;link;published_dt;published_ts;description_preproc;title_preproc;summary_preproc
79;booker;Можно ли работать по совместительству, пока на основной работе обед;;Сотрудник хочет оформить внутреннее совместительство. При этом второй работой он хочет заниматься во время обеденного перерыва на первой. Так можно?;Сотрудник хочет оформить внутреннее совместительство. При этом второй работой он хочет заниматься во время обеденного перерыва на первой. Так можно?;https://glavkniga.ru/news/14326;2022-10-04 09:32:00+04:00;1664861520.0;сотрудник хотеть оформить внутренний совместительство второй работа хотеть заниматься время обеденный перерыв первый;работать совместительство пока основной работа обед;сотрудник хотеть оформить внутренний совместительство второй работа хотеть заниматься время обеденный перерыв первый
80;booker;Для частичной мобилизации установят особые правила по отсрочке;;Подготовлен законопроект, предлагающий отдельно установить, какие категории граждан имеют право на отсрочку от призыва при общей и при частичной мобилизации.;Подготовлен законопроект, предлагающий отдельно установить, какие категории граждан имеют право на отсрочку от призыва при общей и при частичной мобилизации.;https://glavkniga.ru/news/14325;2022-10-04 05:52:00+04:00;1664848320.0;подготовить законопроект предлагать отдельно установить какой категория гражданин иметь право отсрочка призыв общий частичный мобилизация;частичный мобилизация установить особый правило отсрочка;подготовить законопроект предлагать отдельно установить какой категория гражданин иметь право отсрочка призыв общий частичный мобилизация
81;booker;Подготовлены важные поправки для мобилизованных ИП;;Индивидуальные предприниматели, призванные на военную службу в ходе мобилизации, смогут передавать свой бизнес управляющему и оформлять кредитные каникулы.;Индивидуальные предприниматели, призванные на военную службу в ходе мобилизации, смогут передавать свой бизнес управляющему и оформлять кредитные каникулы.;https://glavkniga.ru/news/14324;2022-10-03 17:34:56+04:00;1664804096.0;индивидуальный предприниматель призвать военный служба ход мобилизация смочь передавать свой бизнес управлять оформлять кредитный каникулы;подготовить важный поправка мобилизовать ип;индивидуальный предприниматель призвать военный служба ход мобилизация смочь передавать свой бизнес управлять оформлять кредитный каникулы
82;booker;Отчетность за III квартал и «мобилизационные» проблемы: все, что нужно знать;;Октябрь – традиционно горячее время для бухгалтера. Ведь подходят сроки сдачи отчетности за III квартал/9 месяцев. А в этом году бухгалтеры и кадровики столкнулись с новыми, ранее не известными сложностями в связи с объявлением частичной мобилизации. Разобраться во всех актуальных вопросах вам поможет семинар А.И. Дыбова «Отчет за III квартал 2022 года».;Октябрь – традиционно горячее время для бухгалтера. Ведь подходят сроки сдачи отчетности за III квартал/9 месяцев. А в этом году бухгалтеры и кадровики столкнулись с новыми, ранее не известными сложностями в связи с объявлением частичной мобилизации. Разобраться во всех актуальных вопросах вам поможет семинар А.И. Дыбова «Отчет за III квартал 2022 года».;https://glavkniga.ru/seminars/2022/8/seminar/88 ;2022-10-03 16:43:18+04:00;1664800998.0;октябрь традиционно горячий время бухгалтер подходить срок сдача отчётность iii квартал 9 месяц год бухгалтер кадровик столкнуться новый ранее известный сложность связь объявление частичный мобилизация разобраться актуальный вопрос помочь семинар дыбова отчёт iii квартал 2022 год;отчётность iii квартал мобилизационный проблема нужно знать;октябрь традиционно горячий время бухгалтер подходить срок сдача отчётность iii квартал 9 месяц год бухгалтер кадровик столкнуться новый ранее известный сложность связь объявление частичный мобилизация разобраться актуальный вопрос помочь семинар дыбова отчёт iii квартал 2022 год
83;booker;Налоговики раскрыли данные о доходах и расходах компаний;;ФНС разместила в открытом доступе сведения о доходах и расходах организаций за 2021 год, а также данные об уплаченных компаниями налогах.;ФНС разместила в открытом доступе сведения о доходах и расходах организаций за 2021 год, а также данные об уплаченных компаниями налогах.;https://glavkniga.ru/news/14321;2022-10-03 16:17:24+04:00;1664799444.0;фнс разместить открытый доступ сведение доход расход организация 2021 год также дать уплатить компания налог;налоговик раскрыть дать доход расход компания;фнс разместить открытый доступ сведение доход расход организация 2021 год также дать уплатить компания налог
84;booker;Читайте журнал «Главная книга» № 20 за 2022 год;;Основные темы нового выпуска: Частичная мобилизация - ваши действия, если призвали работника. Что делать предпринимателю, если его призвали по мобилизации. Если контрагент из ЕАЭС - важно определиться, кто из вас будет платить НДС по работам и услугам и в каком качестве - как налогоплательщик или как налоговый агент. Подарки между ИП – когда придется учесть стоимость подарка в бизнес-доходах. Пояснения для ИФНС - как оправдаться, если налоговики прислали требование о представлении пояснений по сданной вами отчетности. Вы найдете образцы на разные случаи жизни.;Основные темы нового выпуска: Частичная мобилизация - ваши действия, если призвали работника. Что делать предпринимателю, если его призвали по мобилизации. Если контрагент из ЕАЭС - важно определиться, кто из вас будет платить НДС по работам и услугам и в каком качестве - как налогоплательщик или как налоговый агент. Подарки между ИП – когда придется учесть стоимость подарка в бизнес-доходах. Пояснения для ИФНС - как оправдаться, если налоговики прислали требование о представлении пояснений по сданной вами отчетности. Вы найдете образцы на разные случаи жизни.;https://glavkniga.ru/news/14322;2022-10-03 16:03:40+04:00;1664798620.0;основной тема новый выпуск частичный мобилизация ваш действие призвать работник делать предприниматель призвать мобилизация контрагент еаэс важно определиться платить ндс работа услуга какой качество налогоплательщик налоговый агент подарок ип прийтись учесть стоимость подарок бизнес доход пояснение ифнс оправдаться налоговик прислать требование представление пояснение сдать вы отчётность найти образец разный случай жизнь;читать журнал главный книга 20 2022 год;основной тема новый выпуск частичный мобилизация ваш действие призвать работник делать предприниматель призвать мобилизация контрагент еаэс важно определиться платить ндс работа услуга какой качество налогоплательщик налоговый агент подарок ип прийтись учесть стоимость подарок бизнес доход пояснение ифнс оправдаться налоговик прислать требование представление пояснение сдать вы отчётность найти образец разный случай жизнь
85;booker;Бизнес освободили от большинства проверок;;В 2023 году плановые неналоговые проверки будут проводиться только в отношении компаний, деятельность которых связана с чрезвычайно высоким и высоким рисками.;В 2023 году плановые неналоговые проверки будут проводиться только в отношении компаний, деятельность которых связана с чрезвычайно высоким и высоким рисками.;https://glavkniga.ru/news/14320;2022-10-03 15:29:34+04:00;1664796574.0;2023 год плановый неналоговый проверка быть проводиться отношение компания деятельность который связать чрезвычайно высокий высокий риск;бизнес освободить большинство проверка;2023 год плановый неналоговый проверка быть проводиться отношение компания деятельность который связать чрезвычайно высокий высокий риск
86;booker;Как сдавать отчетность, если директора мобилизовали;;В случае когда руководитель компании был призван в армию по мобилизации, бухгалтерскую и налоговую отчетность от имени компании может подписывать уполномоченный представитель организации.;В случае когда руководитель компании был призван в армию по мобилизации, бухгалтерскую и налоговую отчетность от имени компании может подписывать уполномоченный представитель организации.;https://glavkniga.ru/news/14319;2022-10-03 14:16:41+04:00;1664792201.0;случай руководитель компания призвать армия мобилизация бухгалтерский налоговый отчётность имя компания подписывать уполномоченный представитель организация;сдавать отчётность директор мобилизовать;случай руководитель компания призвать армия мобилизация бухгалтерский налоговый отчётность имя компания подписывать уполномоченный представитель организация
87;booker;Введен запрет на перевозки по РФ грузовиками недружественных перевозчиков;;На период с 10.10.2022 по 31.12.2022 установлен запрет на международные перевозки грузов по территории РФ транспортными средствами, принадлежащими иностранным перевозчикам из недружественных государств.;На период с 10.10.2022 по 31.12.2022 установлен запрет на международные перевозки грузов по территории РФ транспортными средствами, принадлежащими иностранным перевозчикам из недружественных государств.;https://glavkniga.ru/news/14317;2022-10-03 12:12:05+04:00;1664784725.0;период 10 10 2022 31 12 2022 установить запрет международный перевозка груз территория рф транспортный средство принадлежащий иностранный перевозчик недружественный государство;ввести запрет перевозка рф грузовик недружественный перевозчик;период 10 10 2022 31 12 2022 установить запрет международный перевозка груз территория рф транспортный средство принадлежащий иностранный перевозчик недружественный государство
88;booker;Откорректированы условия госаккредитации IT-компаний;;С 01.10.2022 действуют новые правила аккредитации организаций, ведущих деятельность в области информационных технологий.;С 01.10.2022 действуют новые правила аккредитации организаций, ведущих деятельность в области информационных технологий.;https://glavkniga.ru/news/14316;2022-10-03 11:57:40+04:00;1664783860.0;01 10 2022 действовать новый правило аккредитация организация ведущий деятельность область информационный технология;откорректировать условие госаккредитация it компания;01 10 2022 действовать новый правило аккредитация организация ведущий деятельность область информационный технология
89;booker;Смена инспекции: как платить налоги;;Организация сменила юридический адрес и перешла в новую инспекцию. Как платить налоги, «переданные» старой инспекцией? Как подавать уточненную налоговую отчетность за прошлые периоды? На эти и другие вопросы отвечает специалист ФНС Екатерина Сергеевна Григоренко.;Организация сменила юридический адрес и перешла в новую инспекцию. Как платить налоги, «переданные» старой инспекцией? Как подавать уточненную налоговую отчетность за прошлые периоды? На эти и другие вопросы отвечает специалист ФНС Екатерина Сергеевна Григоренко.;https://glavkniga.ru/news/14233;2022-10-03 09:06:00+04:00;1664773560.0;организация сменить юридический адрес перейти новый инспекция платить налог передать старый инспекция подавать уточнить налоговый отчётность прошлый период другой вопрос отвечать специалист фнс екатерина сергеевич григоренко;смена инспекция платить налог;организация сменить юридический адрес перейти новый инспекция платить налог передать старый инспекция подавать уточнить налоговый отчётность прошлый период другой вопрос отвечать специалист фнс екатерина сергеевич григоренко
90;booker;Самозанятые смогут «купить» себе больничный;;Минтруд разработал механизм, благодаря которому граждане – не ИП, зарегистрированные в качестве самозанятых, могут получить право на оплачиваемые больничные.;Минтруд разработал механизм, благодаря которому граждане – не ИП, зарегистрированные в качестве самозанятых, могут получить право на оплачиваемые больничные.;https://glavkniga.ru/news/14315;2022-10-03 05:52:00+04:00;1664761920.0;минтруд разработать механизм благодаря который гражданин ип зарегистрировать качество самозанятой мочь получить право оплачивать больничный;самозанятой смочь купить больничный;минтруд разработать механизм благодаря который гражданин ип зарегистрировать качество самозанятой мочь получить право оплачивать больничный
91;booker;Мобилизованных могут освободить от уплаты налога на имущество;;На рассмотрение в Госдуму поступил законопроект, предлагающий освободить граждан, призванных в армию в рамках мобилизации, от уплаты налога на имущество физлиц за их недвижимость.;На рассмотрение в Госдуму поступил законопроект, предлагающий освободить граждан, призванных в армию в рамках мобилизации, от уплаты налога на имущество физлиц за их недвижимость.;https://glavkniga.ru/news/14314;2022-10-02 09:01:00+04:00;1664686860.0;рассмотрение госдума поступить законопроект предлагать освободить гражданин призвать армия рамка мобилизация уплата налог имущество физлицо недвижимость;мобилизовать мочь освободить уплата налог имущество;рассмотрение госдума поступить законопроект предлагать освободить гражданин призвать армия рамка мобилизация уплата налог имущество физлицо недвижимость
92;booker;В Москве открылся центр поддержки семей мобилизованных;;С 1 октября в столице заработает специальный центр поддержки для родственников москвичей, призванных на военную службу в рамках частичной мобилизации.;С 1 октября в столице заработает специальный центр поддержки для родственников москвичей, призванных на военную службу в рамках частичной мобилизации.;https://glavkniga.ru/news/14313;2022-10-01 08:53:00+04:00;1664599980.0;1 октябрь столица заработать специальный центр поддержка родственник москвич призвать военный служба рамка частичный мобилизация;москва открыться центр поддержка семья мобилизовать;1 октябрь столица заработать специальный центр поддержка родственник москвич призвать военный служба рамка частичный мобилизация
93;booker;Об исключении из реестра иностранных средств массовой информации, выполняющих функции иностранного агента;;Об исключении из реестра иностранных средств массовой информации, выполняющих функции иностранного агента;Об исключении из реестра иностранных средств массовой информации, выполняющих функции иностранного агента;https://minjust.gov.ru/ru/events/49131/;2022-10-08 05:46:06+00:00;1665207966.0;исключение реестр иностранный средство массовый информация выполнять функция иностранный агент;исключение реестр иностранный средство массовый информация выполнять функция иностранный агент;исключение реестр иностранный средство массовый информация выполнять функция иностранный агент
94;booker;Евгений Забарчук и Олег Свириденко посетили г. Казань с рабочим визитом;;Евгений Забарчук и Олег Свириденко посетили г. Казань с рабочим визитом;Евгений Забарчук и Олег Свириденко посетили г. Казань с рабочим визитом;https://minjust.gov.ru/ru/events/49130/;2022-10-08 05:46:06+00:00;1665207966.0;евгений забарчук олег свириденко посетить г казань рабочий визит;евгений забарчук олег свириденко посетить г казань рабочий визит;евгений забарчук олег свириденко посетить г казань рабочий визит
95;booker;XI Петербургский международный юридический форум пройдет с 11 по 13 мая 2023 года;;XI Петербургский международный юридический форум пройдет с 11 по 13 мая 2023 года;XI Петербургский международный юридический форум пройдет с 11 по 13 мая 2023 года;https://minjust.gov.ru/ru/events/49129/;2022-10-08 05:46:06+00:00;1665207966.0;xi петербургский международный юридический форум пройти 11 13 май 2023 год;xi петербургский международный юридический форум пройти 11 13 май 2023 год;xi петербургский международный юридический форум пройти 11 13 май 2023 год
96;booker;Одобрен Федеральный закон, направленный на ограничение срока пересмотра судебных актов о возмещении имущественного вреда лицам, необоснованно подвергшимся уголовному преследованию;;Одобрен Федеральный закон, направленный на ограничение срока пересмотра судебных актов о возмещении имущественного вреда лицам, необоснованно подвергшимся уголовному преследованию;Одобрен Федеральный закон, направленный на ограничение срока пересмотра судебных актов о возмещении имущественного вреда лицам, необоснованно подвергшимся уголовному преследованию;https://minjust.gov.ru/ru/events/49125/;2022-10-08 05:46:06+00:00;1665207966.0;одобрить федеральный закон направить ограничение срок пересмотр судебный акт возмещение имущественный вред лицо необоснованно подвергнуться уголовный преследование;одобрить федеральный закон направить ограничение срок пересмотр судебный акт возмещение имущественный вред лицо необоснованно подвергнуться уголовный преследование;одобрить федеральный закон направить ограничение срок пересмотр судебный акт возмещение имущественный вред лицо необоснованно подвергнуться уголовный преследование
97;booker;Государственной Думой приняты законопроекты, направленные на уточнение порядка подачи заявления о присуждении компенсации за нарушение права на уголовное судопроизводство;;Государственной Думой приняты законопроекты, направленные на уточнение порядка подачи заявления о присуждении компенсации за нарушение права на уголовное судопроизводство;Государственной Думой приняты законопроекты, направленные на уточнение порядка подачи заявления о присуждении компенсации за нарушение права на уголовное судопроизводство;https://minjust.gov.ru/ru/events/49124/;2022-10-08 05:46:06+00:00;1665207966.0;государственный дума принять законопроект направить уточнение порядок подача заявление присуждение компенсация нарушение право уголовный судопроизводство;государственный дума принять законопроект направить уточнение порядок подача заявление присуждение компенсация нарушение право уголовный судопроизводство;государственный дума принять законопроект направить уточнение порядок подача заявление присуждение компенсация нарушение право уголовный судопроизводство
98;booker;Константин Чуйченко встретился с Чрезвычайным и Полномочным Послом Объединенных Арабских Эмиратов в Российской Федерации Мухаммедом Аль-Джабером;;Константин Чуйченко встретился с Чрезвычайным и Полномочным Послом Объединенных Арабских Эмиратов в Российской Федерации Мухаммедом Аль-Джабером;Константин Чуйченко встретился с Чрезвычайным и Полномочным Послом Объединенных Арабских Эмиратов в Российской Федерации Мухаммедом Аль-Джабером;https://minjust.gov.ru/ru/events/49123/;2022-10-08 05:46:06+00:00;1665207966.0;константин чуйченко встретиться чрезвычайный полномочный посол объединить арабский эмират российский федерация мухаммед аль джабер;константин чуйченко встретиться чрезвычайный полномочный посол объединить арабский эмират российский федерация мухаммед аль джабер;константин чуйченко встретиться чрезвычайный полномочный посол объединить арабский эмират российский федерация мухаммед аль джабер
99;booker;Разработаны законопроекты, направленные на гуманизацию условий содержания подозреваемых, обвиняемых и осужденных;;Разработаны законопроекты, направленные на гуманизацию условий содержания подозреваемых, обвиняемых и осужденных;Разработаны законопроекты, направленные на гуманизацию условий содержания подозреваемых, обвиняемых и осужденных;https://minjust.gov.ru/ru/events/49122/;2022-10-08 05:46:06+00:00;1665207966.0;разработать законопроект направить гуманизация условие содержание подозревать обвинять осудить;разработать законопроект направить гуманизация условие содержание подозревать обвинять осудить;разработать законопроект направить гуманизация условие содержание подозревать обвинять осудить
100;booker;В Республике Мордовия, Новгородской, Новосибирской и Тульской областях появятся государственные юридические бюро;;В Республике Мордовия, Новгородской, Новосибирской и Тульской областях появятся государственные юридические бюро;В Республике Мордовия, Новгородской, Новосибирской и Тульской областях появятся государственные юридические бюро;https://minjust.gov.ru/ru/events/49121/;2022-10-08 05:46:06+00:00;1665207966.0;республика мордовия новгородский новосибирский тульский область появиться государственный юридический бюро;республика мордовия новгородский новосибирский тульский область появиться государственный юридический бюро;республика мордовия новгородский новосибирский тульский область появиться государственный юридический бюро
101;booker;Главным управлением Минюста России по Москве проводится серия образовательных семинаров-совещаний с заинтересованными органами власти и иными участниками международной правовой помощи;;Главным управлением Минюста России по Москве проводится серия образовательных семинаров-совещаний с заинтересованными органами власти и иными участниками международной правовой помощи;Главным управлением Минюста России по Москве проводится серия образовательных семинаров-совещаний с заинтересованными органами власти и иными участниками международной правовой помощи;https://minjust.gov.ru/ru/events/49120/;2022-10-08 05:46:06+00:00;1665207966.0;главный управление минюст россия москва проводиться серия образовательный семинар совещание заинтересованный орган власть иной участник международный правовой помощь;главный управление минюст россия москва проводиться серия образовательный семинар совещание заинтересованный орган власть иной участник международный правовой помощь;главный управление минюст россия москва проводиться серия образовательный семинар совещание заинтересованный орган власть иной участник международный правовой помощь
102;booker;Максим Бесхмельницын посетил Санкт-Петербург с рабочим визитом;;Максим Бесхмельницын посетил Санкт-Петербург с рабочим визитом;Максим Бесхмельницын посетил Санкт-Петербург с рабочим визитом;https://minjust.gov.ru/ru/events/49119/;2022-10-08 05:46:06+00:00;1665207966.0;максим бесхмельницын посетить санкт петербург рабочий визит;максим бесхмельницын посетить санкт петербург рабочий визит;максим бесхмельницын посетить санкт петербург рабочий визит
103;owner;Об исключении из реестра иностранных средств массовой информации, выполняющих функции иностранного агента;;Об исключении из реестра иностранных средств массовой информации, выполняющих функции иностранного агента;Об исключении из реестра иностранных средств массовой информации, выполняющих функции иностранного агента;https://minjust.gov.ru/ru/events/49131/;2022-10-08 05:46:07+00:00;1665207967.0;исключение реестр иностранный средство массовый информация выполнять функция иностранный агент;исключение реестр иностранный средство массовый информация выполнять функция иностранный агент;исключение реестр иностранный средство массовый информация выполнять функция иностранный агент
104;owner;Евгений Забарчук и Олег Свириденко посетили г. Казань с рабочим визитом;;Евгений Забарчук и Олег Свириденко посетили г. Казань с рабочим визитом;Евгений Забарчук и Олег Свириденко посетили г. Казань с рабочим визитом;https://minjust.gov.ru/ru/events/49130/;2022-10-08 05:46:07+00:00;1665207967.0;евгений забарчук олег свириденко посетить г казань рабочий визит;евгений забарчук олег свириденко посетить г казань рабочий визит;евгений забарчук олег свириденко посетить г казань рабочий визит
105;owner;XI Петербургский международный юридический форум пройдет с 11 по 13 мая 2023 года;;XI Петербургский международный юридический форум пройдет с 11 по 13 мая 2023 года;XI Петербургский международный юридический форум пройдет с 11 по 13 мая 2023 года;https://minjust.gov.ru/ru/events/49129/;2022-10-08 05:46:07+00:00;1665207967.0;xi петербургский международный юридический форум пройти 11 13 май 2023 год;xi петербургский международный юридический форум пройти 11 13 май 2023 год;xi петербургский международный юридический форум пройти 11 13 май 2023 год
106;owner;Одобрен Федеральный закон, направленный на ограничение срока пересмотра судебных актов о возмещении имущественного вреда лицам, необоснованно подвергшимся уголовному преследованию;;Одобрен Федеральный закон, направленный на ограничение срока пересмотра судебных актов о возмещении имущественного вреда лицам, необоснованно подвергшимся уголовному преследованию;Одобрен Федеральный закон, направленный на ограничение срока пересмотра судебных актов о возмещении имущественного вреда лицам, необоснованно подвергшимся уголовному преследованию;https://minjust.gov.ru/ru/events/49125/;2022-10-08 05:46:07+00:00;1665207967.0;одобрить федеральный закон направить ограничение срок пересмотр судебный акт возмещение имущественный вред лицо необоснованно подвергнуться уголовный преследование;одобрить федеральный закон направить ограничение срок пересмотр судебный акт возмещение имущественный вред лицо необоснованно подвергнуться уголовный преследование;одобрить федеральный закон направить ограничение срок пересмотр судебный акт возмещение имущественный вред лицо необоснованно подвергнуться уголовный преследование
107;owner;Государственной Думой приняты законопроекты, направленные на уточнение порядка подачи заявления о присуждении компенсации за нарушение права на уголовное судопроизводство;;Государственной Думой приняты законопроекты, направленные на уточнение порядка подачи заявления о присуждении компенсации за нарушение права на уголовное судопроизводство;Государственной Думой приняты законопроекты, направленные на уточнение порядка подачи заявления о присуждении компенсации за нарушение права на уголовное судопроизводство;https://minjust.gov.ru/ru/events/49124/;2022-10-08 05:46:07+00:00;1665207967.0;государственный дума принять законопроект направить уточнение порядок подача заявление присуждение компенсация нарушение право уголовный судопроизводство;государственный дума принять законопроект направить уточнение порядок подача заявление присуждение компенсация нарушение право уголовный судопроизводство;государственный дума принять законопроект направить уточнение порядок подача заявление присуждение компенсация нарушение право уголовный судопроизводство
108;owner;Константин Чуйченко встретился с Чрезвычайным и Полномочным Послом Объединенных Арабских Эмиратов в Российской Федерации Мухаммедом Аль-Джабером;;Константин Чуйченко встретился с Чрезвычайным и Полномочным Послом Объединенных Арабских Эмиратов в Российской Федерации Мухаммедом Аль-Джабером;Константин Чуйченко встретился с Чрезвычайным и Полномочным Послом Объединенных Арабских Эмиратов в Российской Федерации Мухаммедом Аль-Джабером;https://minjust.gov.ru/ru/events/49123/;2022-10-08 05:46:07+00:00;1665207967.0;константин чуйченко встретиться чрезвычайный полномочный посол объединить арабский эмират российский федерация мухаммед аль джабер;константин чуйченко встретиться чрезвычайный полномочный посол объединить арабский эмират российский федерация мухаммед аль джабер;константин чуйченко встретиться чрезвычайный полномочный посол объединить арабский эмират российский федерация мухаммед аль джабер
